#Provincia;Provincia;#De Casos;Defunciones;Date;Boletines;Recuperados;Dia
25;Santiago;476;16;15/4/2020;Boletin #28;24;28
26;Santiago Rodriguez;14;0;15/4/2020;Boletin #28;0;28
27;Valverde;28;1;15/4/2020;Boletin #28;2;28
28;Monsenor Nouel;99;3;15/4/2020;Boletin #28;2;28
29;Monte Plata;8;2;15/4/2020;Boletin #28;0;28
30;Hato Mayor;8;1;15/4/2020;Boletin #28;0;28
31;San Jose De Ocoa;2;1;15/4/2020;Boletin #28;0;28
32;Santo Domingo;627;32;15/4/2020;Boletin #28;18;28
1;Distrito Nacional;1078;26;16/4/2020;Boletin #29;139;29
2;Azua;20;1;16/4/2020;Boletin #29;1;29
3;Bahoruco;4;0;16/4/2020;Boletin #29;1;29
4;Barahona;25;1;16/4/2020;Boletin #29;1;29
5;Dajabon;1;0;16/4/2020;Boletin #29;0;29
6;Duarte;416;64;16/4/2020;Boletin #29;27;29
7;Elias Pina;0;0;16/4/2020;Boletin #29;0;29
8;El Seibo;4;0;16/4/2020;Boletin #29;0;29
9;Espaillat;118;4;16/4/2020;Boletin #29;1;29
10;Independecia;1;0;16/4/2020;Boletin #29;1;29
11;La Altagracia;86;1;16/4/2020;Boletin #29;4;29
12;La Romana;80;2;16/4/2020;Boletin #29;4;29
13;La Vega;280;6;16/4/2020;Boletin #29;8;29
14;Maria Trinidad Sanchez;59;1;16/4/2020;Boletin #29;1;29
15;Monte Cristi;14;0;16/4/2020;Boletin #29;0;29
16;Pedernales;3;0;16/4/2020;Boletin #29;0;29
17;Peravia;27;1;16/4/2020;Boletin #29;0;29
18;Puerto Plata;125;8;16/4/2020;Boletin #29;3;29
19;Hermanas Mirabal;94;9;16/4/2020;Boletin #29;2;29
20;Samana;19;1;16/4/2020;Boletin #29;5;29
21;San Cristobal;100;3;16/4/2020;Boletin #29;4;29
22;San Juan;28;3;16/4/2020;Boletin #29;1;29
23;San Pedro de Macoris;51;7;16/4/2020;Boletin #29;4;29
24;Sanchez Ramirez;108;5;16/4/2020;Boletin #29;1;29
25;Santiago;528;16;16/4/2020;Boletin #29;30;29
26;Santiago Rodriguez;14;0;16/4/2020;Boletin #29;0;29
27;Valverde;28;1;16/4/2020;Boletin #29;2;29
28;Monsenor Nouel;121;3;16/4/2020;Boletin #29;2;29
29;Monte Plata;10;2;16/4/2020;Boletin #29;0;29
30;Hato Mayor;8;1;16/4/2020;Boletin #29;0;29
31;San Jose De Ocoa;3;1;16/4/2020;Boletin #29;0;29
32;Santo Domingo;673;33;16/4/2020;Boletin #29;26;29
1;Distrito Nacional;1107;28;17/4/2020;Boletin #30;164;30
2;Azua;20;1;17/4/2020;Boletin #30;1;30
3;Bahoruco;4;0;17/4/2020;Boletin #30;1;30
4;Barahona;25;1;17/4/2020;Boletin #30;1;30
5;Dajabon;1;0;17/4/2020;Boletin #30;0;30
6;Duarte;439;66;17/4/2020;Boletin #30;30;30
7;Elias Pina;0;0;17/4/2020;Boletin #30;0;30
8;El Seibo;4;0;17/4/2020;Boletin #30;0;30
9;Espaillat;122;4;17/4/2020;Boletin #30;1;30
10;Independecia;1;0;17/4/2020;Boletin #30;1;30
11;La Altagracia;88;1;17/4/2020;Boletin #30;5;30
12;La Romana;88;2;17/4/2020;Boletin #30;4;30
13;La Vega;308;7;17/4/2020;Boletin #30;9;30
14;Maria Trinidad Sanchez;60;2;17/4/2020;Boletin #30;1;30
15;Monte Cristi;14;0;17/4/2020;Boletin #30;1;30
16;Pedernales;3;0;17/4/2020;Boletin #30;0;30
17;Peravia;32;1;17/4/2020;Boletin #30;0;30
18;Puerto Plata;128;9;17/4/2020;Boletin #30;3;30
19;Hermanas Mirabal;107;9;17/4/2020;Boletin #30;2;30
20;Samana;19;1;17/4/2020;Boletin #30;5;30
21;San Cristobal;108;3;17/4/2020;Boletin #30;4;30
22;San Juan;29;3;17/4/2020;Boletin #30;1;30
23;San Pedro de Macoris;51;7;17/4/2020;Boletin #30;5;30
24;Sanchez Ramirez;115;5;17/4/2020;Boletin #30;1;30
25;Santiago;553;23;17/4/2020;Boletin #30;32;30
26;Santiago Rodriguez;14;0;17/4/2020;Boletin #30;0;30
27;Valverde;28;1;17/4/2020;Boletin #30;2;30
28;Monsenor Nouel;127;3;17/4/2020;Boletin #30;3;30
29;Monte Plata;10;3;17/4/2020;Boletin #30;0;30
30;Hato Mayor;8;1;17/4/2020;Boletin #30;0;30
31;San Jose De Ocoa;3;2;17/4/2020;Boletin #30;0;30
32;Santo Domingo;719;34;17/4/2020;Boletin #30;35;30
1;Distrito Nacional;1198;30;18/4/2020;Boletin #31;191;31
2;Azua;22;1;18/4/2020;Boletin #31;1;31
3;Bahoruco;4;0;18/4/2020;Boletin #31;1;31
4;Barahona;25;1;18/4/2020;Boletin #31;1;31
5;Dajabon;1;0;18/4/2020;Boletin #31;0;31
6;Duarte;461;68;18/4/2020;Boletin #31;34;31
7;Elias Pina;0;0;18/4/2020;Boletin #31;0;31
8;El Seibo;4;0;18/4/2020;Boletin #31;0;31
9;Espaillat;137;4;18/4/2020;Boletin #31;1;31
10;Independecia;1;0;18/4/2020;Boletin #31;1;31
11;La Altagracia;90;1;18/4/2020;Boletin #31;5;31
12;La Romana;89;2;18/4/2020;Boletin #31;4;31
13;La Vega;330;7;18/4/2020;Boletin #31;11;31
14;Maria Trinidad Sanchez;64;2;18/4/2020;Boletin #31;3;31
15;Monte Cristi;15;0;18/4/2020;Boletin #31;1;31
16;Pedernales;3;0;18/4/2020;Boletin #31;0;31
17;Peravia;34;1;18/4/2020;Boletin #31;0;31
18;Puerto Plata;143;9;18/4/2020;Boletin #31;4;31
19;Hermanas Mirabal;121;9;18/4/2020;Boletin #31;5;31
20;Samana;19;1;18/4/2020;Boletin #31;5;31
21;San Cristobal;114;3;18/4/2020;Boletin #31;4;31
22;San Juan;32;3;18/4/2020;Boletin #31;1;31
23;San Pedro de Macoris;53;7;18/4/2020;Boletin #31;6;31
24;Sanchez Ramirez;118;5;18/4/2020;Boletin #31;2;31
25;Santiago;594;28;18/4/2020;Boletin #31;34;31
26;Santiago Rodriguez;16;0;18/4/2020;Boletin #31;0;31
27;Valverde;28;1;18/4/2020;Boletin #31;2;31
28;Monsenor Nouel;133;3;18/4/2020;Boletin #31;3;31
29;Monte Plata;11;3;18/4/2020;Boletin #31;0;31
30;Hato Mayor;9;1;18/4/2020;Boletin #31;0;31
31;San Jose De Ocoa;4;2;18/4/2020;Boletin #31;0;31
32;Santo Domingo;807;34;18/4/2020;Boletin #31;43;31
1;Distrito Nacional;1281;32;19/4/2020;Boletin #32;208;32
2;Azua;23;1;19/4/2020;Boletin #32;1;32
3;Bahoruco;4;0;19/4/2020;Boletin #32;1;32
4;Barahona;25;1;19/4/2020;Boletin #32;1;32
5;Dajabon;1;0;19/4/2020;Boletin #32;0;32
6;Duarte;486;68;19/4/2020;Boletin #32;38;32
7;Elias Pina;0;0;19/4/2020;Boletin #32;0;32
8;El Seibo;4;0;19/4/2020;Boletin #32;0;32
9;Espaillat;138;4;19/4/2020;Boletin #32;1;32
10;Independecia;1;0;19/4/2020;Boletin #32;1;32
11;La Altagracia;93;1;19/4/2020;Boletin #32;5;32
12;La Romana;92;2;19/4/2020;Boletin #32;4;32
13;La Vega;351;7;19/4/2020;Boletin #32;15;32
14;Maria Trinidad Sanchez;68;3;19/4/2020;Boletin #32;5;32
15;Monte Cristi;16;0;19/4/2020;Boletin #32;1;32
16;Pedernales;3;0;19/4/2020;Boletin #32;0;32
17;Peravia;35;1;19/4/2020;Boletin #32;0;32
18;Puerto Plata;157;9;19/4/2020;Boletin #32;8;32
19;Hermanas Mirabal;121;9;19/4/2020;Boletin #32;5;32
20;Samana;19;1;19/4/2020;Boletin #32;5;32
21;San Cristobal;115;3;19/4/2020;Boletin #32;4;32
22;San Juan;38;3;19/4/2020;Boletin #32;1;32
23;San Pedro de Macoris;54;7;19/4/2020;Boletin #32;7;32
24;Sanchez Ramirez;122;5;19/4/2020;Boletin #32;2;32
25;Santiago;635;33;19/4/2020;Boletin #32;45;32
26;Santiago Rodriguez;17;0;19/4/2020;Boletin #32;0;32
27;Valverde;28;1;19/4/2020;Boletin #32;2;32
28;Monsenor Nouel;142;3;19/4/2020;Boletin #32;10;32
29;Monte Plata;11;3;19/4/2020;Boletin #32;0;32
30;Hato Mayor;9;1;19/4/2020;Boletin #32;0;32
31;San Jose De Ocoa;4;2;19/4/2020;Boletin #32;0;32
32;Santo Domingo;871;35;19/4/2020;Boletin #32;46;32
1;Distrito Nacional;1295;32;20/4/2020;Boletin #33;231;33
2;Azua;23;1;20/4/2020;Boletin #33;1;33
3;Bahoruco;4;0;20/4/2020;Boletin #33;1;33
4;Barahona;33;1;20/4/2020;Boletin #33;4;33
5;Dajabon;1;0;20/4/2020;Boletin #33;0;33
6;Duarte;486;68;20/4/2020;Boletin #33;41;33
7;Elias Pina;0;0;20/4/2020;Boletin #33;0;33
8;El Seibo;4;0;20/4/2020;Boletin #33;0;33
9;Espaillat;128;5;20/4/2020;Boletin #33;1;33
10;Independecia;1;0;20/4/2020;Boletin #33;1;33
11;La Altagracia;93;1;20/4/2020;Boletin #33;9;33
12;La Romana;92;2;20/4/2020;Boletin #33;4;33
13;La Vega;361;7;20/4/2020;Boletin #33;15;33
14;Maria Trinidad Sanchez;69;3;20/4/2020;Boletin #33;5;33
15;Monte Cristi;16;0;20/4/2020;Boletin #33;1;33
16;Pedernales;3;0;20/4/2020;Boletin #33;0;33
17;Peravia;35;1;20/4/2020;Boletin #33;0;33
18;Puerto Plata;166;9;20/4/2020;Boletin #33;10;33
19;Hermanas Mirabal;125;11;20/4/2020;Boletin #33;5;33
20;Samana;19;1;20/4/2020;Boletin #33;5;33
21;San Cristobal;117;3;20/4/2020;Boletin #33;4;33
22;San Juan;38;3;20/4/2020;Boletin #33;1;33
23;San Pedro de Macoris;54;7;20/4/2020;Boletin #33;8;33
24;Sanchez Ramirez;127;5;20/4/2020;Boletin #33;2;33
25;Santiago;638;38;20/4/2020;Boletin #33;47;33
26;Santiago Rodriguez;17;1;20/4/2020;Boletin #33;0;33
27;Valverde;32;1;20/4/2020;Boletin #33;3;33
28;Monsenor Nouel;153;3;20/4/2020;Boletin #33;11;33
29;Monte Plata;11;3;20/4/2020;Boletin #33;0;33
30;Hato Mayor;9;1;20/4/2020;Boletin #33;0;33
31;San Jose De Ocoa;4;2;20/4/2020;Boletin #33;0;33
32;Santo Domingo;880;36;20/4/2020;Boletin #33;53;33
1;Distrito Nacional;1337;34;21/4/2020;Boletin #34;242;34
2;Azua;24;1;21/4/2020;Boletin #34;1;34
3;Bahoruco;4;0;21/4/2020;Boletin #34;1;34
4;Barahona;33;1;21/4/2020;Boletin #34;4;34
5;Dajabon;2;0;21/4/2020;Boletin #34;0;34
6;Duarte;519;72;21/4/2020;Boletin #34;64;34
7;Elias Pina;0;0;21/4/2020;Boletin #34;0;34
8;El Seibo;4;0;21/4/2020;Boletin #34;0;34
9;Espaillat;162;5;21/4/2020;Boletin #34;20;34
10;Independecia;1;0;21/4/2020;Boletin #34;1;34
11;La Altagracia;100;1;21/4/2020;Boletin #34;18;34
12;La Romana;95;2;21/4/2020;Boletin #34;6;34
13;La Vega;387;7;21/4/2020;Boletin #34;30;34
14;Maria Trinidad Sanchez;74;3;21/4/2020;Boletin #34;5;34
15;Monte Cristi;15;0;21/4/2020;Boletin #34;1;34
16;Pedernales;3;0;21/4/2020;Boletin #34;0;34
17;Peravia;36;1;21/4/2020;Boletin #34;0;34
18;Puerto Plata;174;11;21/4/2020;Boletin #34;10;34
19;Hermanas Mirabal;134;11;21/4/2020;Boletin #34;14;34
20;Samana;21;1;21/4/2020;Boletin #34;8;34
21;San Cristobal;126;3;21/4/2020;Boletin #34;4;34
22;San Juan;38;3;21/4/2020;Boletin #34;1;34
23;San Pedro de Macoris;54;7;21/4/2020;Boletin #34;8;34
24;Sanchez Ramirez;133;6;21/4/2020;Boletin #34;2;34
25;Santiago;670;41;21/4/2020;Boletin #34;57;34
26;Santiago Rodriguez;17;1;21/4/2020;Boletin #34;0;34
27;Valverde;32;2;21/4/2020;Boletin #34;3;34
28;Monsenor Nouel;159;3;21/4/2020;Boletin #34;11;34
29;Monte Plata;11;3;21/4/2020;Boletin #34;0;34
30;Hato Mayor;9;1;21/4/2020;Boletin #34;0;34
31;San Jose De Ocoa;4;2;21/4/2020;Boletin #34;0;34
32;Santo Domingo;922;38;21/4/2020;Boletin #34;70;34
1;Distrito Nacional;1401;35;22/4/2020;Boletin #35;268;35
2;Azua;24;1;22/4/2020;Boletin #35;1;35
3;Bahoruco;4;0;22/4/2020;Boletin #35;1;35
4;Barahona;33;1;22/4/2020;Boletin #35;4;35
5;Dajabon;3;0;22/4/2020;Boletin #35;1;35
6;Duarte;547;73;22/4/2020;Boletin #35;68;35
7;Elias Pina;0;0;22/4/2020;Boletin #35;0;35
8;El Seibo;4;0;22/4/2020;Boletin #35;0;35
9;Espaillat;162;5;22/4/2020;Boletin #35;21;35
10;Independecia;1;0;22/4/2020;Boletin #35;1;35
11;La Altagracia;109;1;22/4/2020;Boletin #35;22;35
12;La Romana;97;2;22/4/2020;Boletin #35;7;35
13;La Vega;388;7;22/4/2020;Boletin #35;31;35
14;Maria Trinidad Sanchez;79;3;22/4/2020;Boletin #35;5;35
15;Monte Cristi;13;0;22/4/2020;Boletin #35;1;35
16;Pedernales;3;0;22/4/2020;Boletin #35;0;35
17;Peravia;37;1;22/4/2020;Boletin #35;1;35
18;Puerto Plata;175;11;22/4/2020;Boletin #35;10;35
19;Hermanas Mirabal;141;11;22/4/2020;Boletin #35;16;35
20;Samana;21;1;22/4/2020;Boletin #35;8;35
21;San Cristobal;132;3;22/4/2020;Boletin #35;6;35
22;San Juan;39;3;22/4/2020;Boletin #35;1;35
23;San Pedro de Macoris;54;7;22/4/2020;Boletin #35;8;35
24;Sanchez Ramirez;134;6;22/4/2020;Boletin #35;3;35
25;Santiago;694;43;22/4/2020;Boletin #35;75;35
26;Santiago Rodriguez;17;1;22/4/2020;Boletin #35;0;35
27;Valverde;32;2;22/4/2020;Boletin #35;3;35
28;Monsenor Nouel;160;3;22/4/2020;Boletin #35;12;35
29;Monte Plata;11;3;22/4/2020;Boletin #35;0;35
30;Hato Mayor;11;2;22/4/2020;Boletin #35;0;35
31;San Jose De Ocoa;4;2;22/4/2020;Boletin #35;0;35
32;Santo Domingo;1013;38;22/4/2020;Boletin #35;100;35
1;Distrito Nacional;1457;35;23/4/2020;Boletin #36;305;36
2;Azua;25;1;23/4/2020;Boletin #36;1;36
3;Bahoruco;4;0;23/4/2020;Boletin #36;1;36
4;Barahona;35;1;23/4/2020;Boletin #36;5;36
5;Dajabon;3;0;23/4/2020;Boletin #36;1;36
6;Duarte;557;74;23/4/2020;Boletin #36;72;36
7;Elias Pina;1;0;23/4/2020;Boletin #36;0;36
8;El Seibo;4;0;23/4/2020;Boletin #36;0;36
9;Espaillat;162;5;23/4/2020;Boletin #36;22;36
10;Independecia;1;0;23/4/2020;Boletin #36;1;36
11;La Altagracia;109;1;23/4/2020;Boletin #36;23;36
12;La Romana;97;2;23/4/2020;Boletin #36;8;36
13;La Vega;414;7;23/4/2020;Boletin #36;36;36
14;Maria Trinidad Sanchez;79;3;23/4/2020;Boletin #36;5;36
15;Monte Cristi;13;0;23/4/2020;Boletin #36;2;36
16;Pedernales;3;0;23/4/2020;Boletin #36;0;36
17;Peravia;37;1;23/4/2020;Boletin #36;2;36
18;Puerto Plata;185;11;23/4/2020;Boletin #36;12;36
19;Hermanas Mirabal;145;11;23/4/2020;Boletin #36;17;36
20;Samana;21;1;23/4/2020;Boletin #36;8;36
21;San Cristobal;138;4;23/4/2020;Boletin #36;6;36
22;San Juan;43;3;23/4/2020;Boletin #36;1;36
23;San Pedro de Macoris;56;7;23/4/2020;Boletin #36;8;36
24;Sanchez Ramirez;138;6;23/4/2020;Boletin #36;3;36
25;Santiago;719;43;23/4/2020;Boletin #36;84;36
26;Santiago Rodriguez;24;1;23/4/2020;Boletin #36;0;36
27;Valverde;32;2;23/4/2020;Boletin #36;3;36
28;Monsenor Nouel;162;3;23/4/2020;Boletin #36;12;36
29;Monte Plata;13;3;23/4/2020;Boletin #36;0;36
30;Hato Mayor;11;2;23/4/2020;Boletin #36;0;36
31;San Jose De Ocoa;4;2;23/4/2020;Boletin #36;0;36
32;Santo Domingo;1057;38;23/4/2020;Boletin #36;125;36
1;Distrito Nacional;1491;37;24/4/2020;Boletin #37;328;37
2;Azua;30;1;24/4/2020;Boletin #37;1;37
3;Bahoruco;4;0;24/4/2020;Boletin #37;1;37
4;Barahona;35;1;24/4/2020;Boletin #37;5;37
5;Dajabon;3;0;24/4/2020;Boletin #37;1;37
6;Duarte;562;75;24/4/2020;Boletin #37;76;37
7;Elias Pina;1;0;24/4/2020;Boletin #37;0;37
8;El Seibo;4;0;24/4/2020;Boletin #37;0;37
9;Espaillat;186;5;24/4/2020;Boletin #37;22;37
10;Independecia;1;0;24/4/2020;Boletin #37;1;37
11;La Altagracia;109;1;24/4/2020;Boletin #37;25;37
12;La Romana;105;2;24/4/2020;Boletin #37;9;37
13;La Vega;422;7;24/4/2020;Boletin #37;38;37
14;Maria Trinidad Sanchez;82;3;24/4/2020;Boletin #37;5;37
15;Monte Cristi;13;0;24/4/2020;Boletin #37;2;37
16;Pedernales;3;0;24/4/2020;Boletin #37;0;37
17;Peravia;39;1;24/4/2020;Boletin #37;4;37
18;Puerto Plata;192;11;24/4/2020;Boletin #37;13;37
19;Hermanas Mirabal;150;11;24/4/2020;Boletin #37;17;37
20;Samana;21;1;24/4/2020;Boletin #37;8;37
21;San Cristobal;147;5;24/4/2020;Boletin #37;6;37
22;San Juan;44;3;24/4/2020;Boletin #37;1;37
23;San Pedro de Macoris;57;7;24/4/2020;Boletin #37;9;37
24;Sanchez Ramirez;139;6;24/4/2020;Boletin #37;3;37
25;Santiago;754;44;24/4/2020;Boletin #37;90;37
26;Santiago Rodriguez;24;1;24/4/2020;Boletin #37;0;37
27;Valverde;32;2;24/4/2020;Boletin #37;3;37
28;Monsenor Nouel;164;3;24/4/2020;Boletin #37;14;37
29;Monte Plata;13;3;24/4/2020;Boletin #37;0;37
30;Hato Mayor;12;2;24/4/2020;Boletin #37;0;37
31;San Jose De Ocoa;4;2;24/4/2020;Boletin #37;0;37
32;Santo Domingo;1083;39;24/4/2020;Boletin #37;140;37
1;Distrito Nacional;1545;37;25/4/2020;Boletin #38;357;38
2;Azua;31;1;25/4/2020;Boletin #38;1;38
3;Bahoruco;4;0;25/4/2020;Boletin #38;1;38
4;Barahona;35;1;25/4/2020;Boletin #38;6;38
5;Dajabon;3;0;25/4/2020;Boletin #38;1;38
6;Duarte;587;76;25/4/2020;Boletin #38;83;38
7;Elias Pina;1;0;25/4/2020;Boletin #38;0;38
8;El Seibo;5;0;25/4/2020;Boletin #38;0;38
9;Espaillat;186;5;25/4/2020;Boletin #38;22;38
10;Independecia;1;0;25/4/2020;Boletin #38;1;38
11;La Altagracia;110;1;25/4/2020;Boletin #38;30;38
12;La Romana;107;2;25/4/2020;Boletin #38;10;38
13;La Vega;427;7;25/4/2020;Boletin #38;46;38
14;Maria Trinidad Sanchez;82;3;25/4/2020;Boletin #38;5;38
15;Monte Cristi;13;0;25/4/2020;Boletin #38;2;38
16;Pedernales;3;0;25/4/2020;Boletin #38;0;38
17;Peravia;40;1;25/4/2020;Boletin #38;6;38
18;Puerto Plata;193;13;25/4/2020;Boletin #38;13;38
19;Hermanas Mirabal;152;11;25/4/2020;Boletin #38;18;38
20;Samana;21;1;25/4/2020;Boletin #38;8;38
21;San Cristobal;156;6;25/4/2020;Boletin #38;8;38
22;San Juan;44;3;25/4/2020;Boletin #38;2;38
23;San Pedro de Macoris;58;7;25/4/2020;Boletin #38;11;38
24;Sanchez Ramirez;164;6;25/4/2020;Boletin #38;6;38
25;Santiago;765;44;25/4/2020;Boletin #38;92;38
26;Santiago Rodriguez;25;1;25/4/2020;Boletin #38;0;38
27;Valverde;37;2;25/4/2020;Boletin #38;5;38
28;Monsenor Nouel;173;3;25/4/2020;Boletin #38;18;38
29;Monte Plata;15;3;25/4/2020;Boletin #38;0;38
30;Hato Mayor;12;2;25/4/2020;Boletin #38;0;38
31;San Jose De Ocoa;5;2;25/4/2020;Boletin #38;0;38
32;Santo Domingo;1135;40;25/4/2020;Boletin #38;158;38
1;Distrito Nacional;1571;37;26/4/2020;Boletin #39;388;39
2;Azua;34;1;26/4/2020;Boletin #39;2;39
3;Bahoruco;5;0;26/4/2020;Boletin #39;1;39
4;Barahona;35;1;26/4/2020;Boletin #39;7;39
5;Dajabon;3;0;26/4/2020;Boletin #39;1;39
6;Duarte;594;76;26/4/2020;Boletin #39;89;39
7;Elias Pina;2;0;26/4/2020;Boletin #39;0;39
8;El Seibo;5;0;26/4/2020;Boletin #39;0;39
9;Espaillat;187;5;26/4/2020;Boletin #39;23;39
10;Independecia;1;0;26/4/2020;Boletin #39;1;39
11;La Altagracia;114;1;26/4/2020;Boletin #39;33;39
12;La Romana;111;2;26/4/2020;Boletin #39;13;39
13;La Vega;435;7;26/4/2020;Boletin #39;51;39
14;Maria Trinidad Sanchez;86;3;26/4/2020;Boletin #39;6;39
15;Monte Cristi;17;0;26/4/2020;Boletin #39;2;39
16;Pedernales;3;0;26/4/2020;Boletin #39;0;39
17;Peravia;43;1;26/4/2020;Boletin #39;7;39
18;Puerto Plata;198;13;26/4/2020;Boletin #39;15;39
19;Hermanas Mirabal;154;11;26/4/2020;Boletin #39;18;39
20;Samana;22;1;26/4/2020;Boletin #39;9;39
21;San Cristobal;165;7;26/4/2020;Boletin #39;15;39
22;San Juan;53;3;26/4/2020;Boletin #39;2;39
23;San Pedro de Macoris;62;8;26/4/2020;Boletin #39;13;39
24;Sanchez Ramirez;166;6;26/4/2020;Boletin #39;8;39
25;Santiago;785;45;26/4/2020;Boletin #39;97;39
26;Santiago Rodriguez;25;1;26/4/2020;Boletin #39;0;39
27;Valverde;37;2;26/4/2020;Boletin #39;5;39
28;Monsenor Nouel;175;3;26/4/2020;Boletin #39;18;39
29;Monte Plata;15;3;26/4/2020;Boletin #39;0;39
30;Hato Mayor;12;2;26/4/2020;Boletin #39;0;39
31;San Jose De Ocoa;5;2;26/4/2020;Boletin #39;0;39
32;Santo Domingo;1173;41;26/4/2020;Boletin #39;169;39
1;Distrito Nacional;1605;38;27/4/2020;Boletin #40;453;40
2;Azua;34;1;27/4/2020;Boletin #40;4;40
3;Bahoruco;5;0;27/4/2020;Boletin #40;1;40
4;Barahona;36;1;27/4/2020;Boletin #40;7;40
5;Dajabon;3;0;27/4/2020;Boletin #40;1;40
6;Duarte;597;76;27/4/2020;Boletin #40;99;40
7;Elias Pina;2;0;27/4/2020;Boletin #40;0;40
8;El Seibo;5;0;27/4/2020;Boletin #40;0;40
9;Espaillat;187;5;27/4/2020;Boletin #40;28;40
10;Independecia;1;0;27/4/2020;Boletin #40;1;40
11;La Altagracia;114;1;27/4/2020;Boletin #40;41;40
12;La Romana;121;2;27/4/2020;Boletin #40;19;40
13;La Vega;473;7;27/4/2020;Boletin #40;61;40
14;Maria Trinidad Sanchez;86;3;27/4/2020;Boletin #40;6;40
15;Monte Cristi;17;0;27/4/2020;Boletin #40;2;40
16;Pedernales;3;0;27/4/2020;Boletin #40;0;40
17;Peravia;47;1;27/4/2020;Boletin #40;7;40
18;Puerto Plata;198;13;27/4/2020;Boletin #40;17;40
19;Hermanas Mirabal;154;11;27/4/2020;Boletin #40;19;40
20;Samana;22;1;27/4/2020;Boletin #40;9;40
21;San Cristobal;167;7;27/4/2020;Boletin #40;16;40
22;San Juan;53;3;27/4/2020;Boletin #40;3;40
23;San Pedro de Macoris;62;8;27/4/2020;Boletin #40;15;40
24;Sanchez Ramirez;166;6;27/4/2020;Boletin #40;10;40
25;Santiago;789;47;27/4/2020;Boletin #40;123;40
26;Santiago Rodriguez;25;1;27/4/2020;Boletin #40;0;40
27;Valverde;37;2;27/4/2020;Boletin #40;5;40
28;Monsenor Nouel;176;4;27/4/2020;Boletin #40;18;40
29;Monte Plata;15;3;27/4/2020;Boletin #40;0;40
30;Hato Mayor;12;2;27/4/2020;Boletin #40;2;40
31;San Jose De Ocoa;6;2;27/4/2020;Boletin #40;0;40
32;Santo Domingo;1198;41;27/4/2020;Boletin #40;198;40
