#Provincia;Provincia;#De Casos;Defunciones;Date;Boletines;Recuperados;Dia
27;Valverde;8;0;1/4/2020;Boletin #14;0;14
28;Monsenor Nouel;28;2;1/4/2020;Boletin #14;0;14
29;Monte Plata;2;1;1/4/2020;Boletin #14;0;14
30;Hato Mayor;3;0;1/4/2020;Boletin #14;0;14
31;San Jose De Ocoa;0;0;1/4/2020;Boletin #14;0;14
32;Santo Domingo;190;7;1/4/2020;Boletin #14;0;14
1;Distrito Nacional;588;11;2/4/2020;Boletin #15;0;15
2;Azua;7;0;2/4/2020;Boletin #15;0;15
3;Bahoruco;1;0;2/4/2020;Boletin #15;0;15
4;Barahona;11;0;2/4/2020;Boletin #15;0;15
5;Dajabon;1;0;2/4/2020;Boletin #15;0;15
6;Duarte;112;24;2/4/2020;Boletin #15;0;15
7;Elias Pina;0;0;2/4/2020;Boletin #15;0;15
8;El Seibo;1;0;2/4/2020;Boletin #15;0;15
9;Espaillat;30;1;2/4/2020;Boletin #15;0;15
10;Independecia;1;0;2/4/2020;Boletin #15;0;15
11;La Altagracia;35;1;2/4/2020;Boletin #15;0;15
12;La Romana;28;1;2/4/2020;Boletin #15;0;15
13;La Vega;93;3;2/4/2020;Boletin #15;0;15
14;Maria Trinidad Sanchez;9;1;2/4/2020;Boletin #15;0;15
15;Monte Cristi;2;0;2/4/2020;Boletin #15;0;15
16;Pedernales;1;0;2/4/2020;Boletin #15;0;15
17;Peravia;4;0;2/4/2020;Boletin #15;0;15
18;Puerto Plata;33;0;2/4/2020;Boletin #15;0;15
19;Hermanas Mirabal;17;0;2/4/2020;Boletin #15;0;15
20;Samana;15;1;2/4/2020;Boletin #15;0;15
21;San Cristobal;22;1;2/4/2020;Boletin #15;0;15
22;San Juan;8;3;2/4/2020;Boletin #15;0;15
23;San Pedro de Macoris;23;3;2/4/2020;Boletin #15;0;15
24;Sanchez Ramirez;20;2;2/4/2020;Boletin #15;0;15
25;Santiago;176;5;2/4/2020;Boletin #15;0;15
26;Santiago Rodriguez;5;0;2/4/2020;Boletin #15;0;15
27;Valverde;8;0;2/4/2020;Boletin #15;0;15
28;Monsenor Nouel;28;2;2/4/2020;Boletin #15;0;15
29;Monte Plata;4;1;2/4/2020;Boletin #15;0;15
30;Hato Mayor;4;0;2/4/2020;Boletin #15;0;15
31;San Jose De Ocoa;0;0;2/4/2020;Boletin #15;0;15
32;Santo Domingo;201;8;2/4/2020;Boletin #15;0;15
1;Distrito Nacional;624;11;3/4/2020;Boletin #16;0;16
2;Azua;7;0;3/4/2020;Boletin #16;0;16
3;Bahoruco;1;0;3/4/2020;Boletin #16;0;16
4;Barahona;11;0;3/4/2020;Boletin #16;0;16
5;Dajabon;1;0;3/4/2020;Boletin #16;0;16
6;Duarte;112;24;3/4/2020;Boletin #16;0;16
7;Elias Pina;0;0;3/4/2020;Boletin #16;0;16
8;El Seibo;1;0;3/4/2020;Boletin #16;0;16
9;Espaillat;32;1;3/4/2020;Boletin #16;0;16
10;Independecia;1;0;3/4/2020;Boletin #16;0;16
11;La Altagracia;35;1;3/4/2020;Boletin #16;0;16
12;La Romana;29;1;3/4/2020;Boletin #16;0;16
13;La Vega;96;4;3/4/2020;Boletin #16;0;16
14;Maria Trinidad Sanchez;10;1;3/4/2020;Boletin #16;0;16
15;Monte Cristi;2;0;3/4/2020;Boletin #16;0;16
16;Pedernales;1;0;3/4/2020;Boletin #16;0;16
17;Peravia;5;0;3/4/2020;Boletin #16;0;16
18;Puerto Plata;34;0;3/4/2020;Boletin #16;0;16
19;Hermanas Mirabal;18;2;3/4/2020;Boletin #16;0;16
20;Samana;15;1;3/4/2020;Boletin #16;0;16
21;San Cristobal;24;1;3/4/2020;Boletin #16;0;16
22;San Juan;8;3;3/4/2020;Boletin #16;0;16
23;San Pedro de Macoris;23;4;3/4/2020;Boletin #16;0;16
24;Sanchez Ramirez;20;2;3/4/2020;Boletin #16;0;16
25;Santiago;193;6;3/4/2020;Boletin #16;0;16
26;Santiago Rodriguez;5;0;3/4/2020;Boletin #16;0;16
27;Valverde;10;0;3/4/2020;Boletin #16;0;16
28;Monsenor Nouel;28;2;3/4/2020;Boletin #16;0;16
29;Monte Plata;4;1;3/4/2020;Boletin #16;0;16
30;Hato Mayor;4;0;3/4/2020;Boletin #16;0;16
31;San Jose De Ocoa;0;0;3/4/2020;Boletin #16;0;16
32;Santo Domingo;224;12;3/4/2020;Boletin #16;0;16
1;Distrito Nacional;665;13;4/4/2020;Boletin #17;0;17
2;Azua;7;0;4/4/2020;Boletin #17;0;17
3;Bahoruco;1;0;4/4/2020;Boletin #17;0;17
4;Barahona;12;0;4/4/2020;Boletin #17;0;17
5;Dajabon;1;0;4/4/2020;Boletin #17;0;17
6;Duarte;132;25;4/4/2020;Boletin #17;0;17
7;Elias Pina;0;0;4/4/2020;Boletin #17;0;17
8;El Seibo;1;0;4/4/2020;Boletin #17;0;17
9;Espaillat;44;1;4/4/2020;Boletin #17;0;17
10;Independecia;1;0;4/4/2020;Boletin #17;0;17
11;La Altagracia;40;1;4/4/2020;Boletin #17;0;17
12;La Romana;32;1;4/4/2020;Boletin #17;0;17
13;La Vega;109;5;4/4/2020;Boletin #17;0;17
14;Maria Trinidad Sanchez;10;1;4/4/2020;Boletin #17;0;17
15;Monte Cristi;3;0;4/4/2020;Boletin #17;0;17
16;Pedernales;1;0;4/4/2020;Boletin #17;0;17
17;Peravia;7;0;4/4/2020;Boletin #17;0;17
18;Puerto Plata;34;0;4/4/2020;Boletin #17;0;17
19;Hermanas Mirabal;19;2;4/4/2020;Boletin #17;0;17
20;Samana;15;1;4/4/2020;Boletin #17;0;17
21;San Cristobal;32;1;4/4/2020;Boletin #17;0;17
22;San Juan;11;3;4/4/2020;Boletin #17;0;17
23;San Pedro de Macoris;24;4;4/4/2020;Boletin #17;0;17
24;Sanchez Ramirez;27;2;4/4/2020;Boletin #17;0;17
25;Santiago;194;6;4/4/2020;Boletin #17;0;17
26;Santiago Rodriguez;18;0;4/4/2020;Boletin #17;0;17
27;Valverde;10;0;4/4/2020;Boletin #17;0;17
28;Monsenor Nouel;30;2;4/4/2020;Boletin #17;0;17
29;Monte Plata;4;1;4/4/2020;Boletin #17;0;17
30;Hato Mayor;4;0;4/4/2020;Boletin #17;0;17
31;San Jose De Ocoa;0;0;4/4/2020;Boletin #17;0;17
32;Santo Domingo;257;13;4/4/2020;Boletin #17;0;17
1;Distrito Nacional;696;13;5/4/2020;Boletin #18;0;18
2;Azua;7;0;5/4/2020;Boletin #18;0;18
3;Bahoruco;1;0;5/4/2020;Boletin #18;0;18
4;Barahona;12;0;5/4/2020;Boletin #18;0;18
5;Dajabon;1;0;5/4/2020;Boletin #18;0;18
6;Duarte;141;26;5/4/2020;Boletin #18;0;18
7;Elias Pina;0;0;5/4/2020;Boletin #18;0;18
8;El Seibo;1;0;5/4/2020;Boletin #18;0;18
9;Espaillat;44;1;5/4/2020;Boletin #18;0;18
10;Independecia;1;0;5/4/2020;Boletin #18;0;18
11;La Altagracia;44;1;5/4/2020;Boletin #18;0;18
12;La Romana;33;1;5/4/2020;Boletin #18;0;18
13;La Vega;109;5;5/4/2020;Boletin #18;0;18
14;Maria Trinidad Sanchez;12;1;5/4/2020;Boletin #18;0;18
15;Monte Cristi;3;0;5/4/2020;Boletin #18;0;18
16;Pedernales;1;0;5/4/2020;Boletin #18;0;18
17;Peravia;7;0;5/4/2020;Boletin #18;0;18
18;Puerto Plata;38;0;5/4/2020;Boletin #18;0;18
19;Hermanas Mirabal;20;2;5/4/2020;Boletin #18;0;18
20;Samana;15;1;5/4/2020;Boletin #18;0;18
21;San Cristobal;32;1;5/4/2020;Boletin #18;0;18
22;San Juan;12;3;5/4/2020;Boletin #18;0;18
23;San Pedro de Macoris;24;4;5/4/2020;Boletin #18;0;18
24;Sanchez Ramirez;29;2;5/4/2020;Boletin #18;0;18
25;Santiago;204;8;5/4/2020;Boletin #18;0;18
26;Santiago Rodriguez;18;0;5/4/2020;Boletin #18;0;18
27;Valverde;10;0;5/4/2020;Boletin #18;0;18
28;Monsenor Nouel;31;2;5/4/2020;Boletin #18;0;18
29;Monte Plata;4;1;5/4/2020;Boletin #18;0;18
30;Hato Mayor;4;0;5/4/2020;Boletin #18;0;18
31;San Jose De Ocoa;0;0;5/4/2020;Boletin #18;0;18
32;Santo Domingo;274;14;5/4/2020;Boletin #18;0;18
1;Distrito Nacional;723;15;6/4/2020;Boletin #19;0;19
2;Azua;8;0;6/4/2020;Boletin #19;0;19
3;Bahoruco;1;0;6/4/2020;Boletin #19;0;19
4;Barahona;12;0;6/4/2020;Boletin #19;0;19
5;Dajabon;1;0;6/4/2020;Boletin #19;0;19
6;Duarte;141;33;6/4/2020;Boletin #19;0;19
7;Elias Pina;0;0;6/4/2020;Boletin #19;0;19
8;El Seibo;2;0;6/4/2020;Boletin #19;0;19
9;Espaillat;46;1;6/4/2020;Boletin #19;0;19
10;Independecia;1;0;6/4/2020;Boletin #19;0;19
11;La Altagracia;44;1;6/4/2020;Boletin #19;0;19
12;La Romana;35;1;6/4/2020;Boletin #19;0;19
13;La Vega;109;6;6/4/2020;Boletin #19;0;19
14;Maria Trinidad Sanchez;19;1;6/4/2020;Boletin #19;0;19
15;Monte Cristi;3;0;6/4/2020;Boletin #19;0;19
16;Pedernales;1;0;6/4/2020;Boletin #19;0;19
17;Peravia;10;1;6/4/2020;Boletin #19;0;19
18;Puerto Plata;38;0;6/4/2020;Boletin #19;0;19
19;Hermanas Mirabal;23;2;6/4/2020;Boletin #19;0;19
20;Samana;15;1;6/4/2020;Boletin #19;0;19
21;San Cristobal;34;1;6/4/2020;Boletin #19;0;19
22;San Juan;13;3;6/4/2020;Boletin #19;0;19
23;San Pedro de Macoris;26;4;6/4/2020;Boletin #19;0;19
24;Sanchez Ramirez;29;3;6/4/2020;Boletin #19;0;19
25;Santiago;245;8;6/4/2020;Boletin #19;0;19
26;Santiago Rodriguez;5;0;6/4/2020;Boletin #19;0;19
27;Valverde;11;0;6/4/2020;Boletin #19;0;19
28;Monsenor Nouel;39;2;6/4/2020;Boletin #19;0;19
29;Monte Plata;4;1;6/4/2020;Boletin #19;0;19
30;Hato Mayor;4;0;6/4/2020;Boletin #19;0;19
31;San Jose De Ocoa;0;0;6/4/2020;Boletin #19;0;19
32;Santo Domingo;314;14;6/4/2020;Boletin #19;0;19
1;Distrito Nacional;762;17;7/4/2020;Boletin #20;0;20
2;Azua;9;0;7/4/2020;Boletin #20;0;20
3;Bahoruco;1;0;7/4/2020;Boletin #20;0;20
4;Barahona;12;0;7/4/2020;Boletin #20;0;20
5;Dajabon;1;0;7/4/2020;Boletin #20;0;20
6;Duarte;154;38;7/4/2020;Boletin #20;0;20
7;Elias Pina;0;0;7/4/2020;Boletin #20;0;20
8;El Seibo;2;0;7/4/2020;Boletin #20;0;20
9;Espaillat;55;1;7/4/2020;Boletin #20;0;20
10;Independecia;1;0;7/4/2020;Boletin #20;0;20
11;La Altagracia;44;1;7/4/2020;Boletin #20;0;20
12;La Romana;35;1;7/4/2020;Boletin #20;0;20
13;La Vega;109;6;7/4/2020;Boletin #20;0;20
14;Maria Trinidad Sanchez;20;1;7/4/2020;Boletin #20;0;20
15;Monte Cristi;3;0;7/4/2020;Boletin #20;0;20
16;Pedernales;1;0;7/4/2020;Boletin #20;0;20
17;Peravia;12;1;7/4/2020;Boletin #20;0;20
18;Puerto Plata;42;0;7/4/2020;Boletin #20;0;20
19;Hermanas Mirabal;28;2;7/4/2020;Boletin #20;0;20
20;Samana;15;1;7/4/2020;Boletin #20;0;20
21;San Cristobal;40;1;7/4/2020;Boletin #20;0;20
22;San Juan;13;3;7/4/2020;Boletin #20;0;20
23;San Pedro de Macoris;26;4;7/4/2020;Boletin #20;0;20
24;Sanchez Ramirez;34;3;7/4/2020;Boletin #20;0;20
25;Santiago;274;8;7/4/2020;Boletin #20;0;20
26;Santiago Rodriguez;5;0;7/4/2020;Boletin #20;0;20
27;Valverde;11;0;7/4/2020;Boletin #20;0;20
28;Monsenor Nouel;45;3;7/4/2020;Boletin #20;0;20
29;Monte Plata;4;1;7/4/2020;Boletin #20;0;20
30;Hato Mayor;5;0;7/4/2020;Boletin #20;0;20
31;San Jose De Ocoa;0;0;7/4/2020;Boletin #20;0;20
32;Santo Domingo;348;16;7/4/2020;Boletin #20;0;20
1;Distrito Nacional;800;18;8/4/2020;Boletin #21;46;21
2;Azua;10;1;8/4/2020;Boletin #21;0;21
3;Bahoruco;1;0;8/4/2020;Boletin #21;0;21
4;Barahona;12;0;8/4/2020;Boletin #21;0;21
5;Dajabon;1;0;8/4/2020;Boletin #21;0;21
6;Duarte;196;40;8/4/2020;Boletin #21;5;21
7;Elias Pina;0;0;8/4/2020;Boletin #21;0;21
8;El Seibo;2;0;8/4/2020;Boletin #21;0;21
9;Espaillat;60;1;8/4/2020;Boletin #21;0;21
10;Independecia;1;0;8/4/2020;Boletin #21;0;21
11;La Altagracia;48;1;8/4/2020;Boletin #21;1;21
12;La Romana;38;1;8/4/2020;Boletin #21;1;21
13;La Vega;126;6;8/4/2020;Boletin #21;1;21
14;Maria Trinidad Sanchez;26;1;8/4/2020;Boletin #21;0;21
15;Monte Cristi;4;0;8/4/2020;Boletin #21;0;21
16;Pedernales;1;0;8/4/2020;Boletin #21;0;21
17;Peravia;13;1;8/4/2020;Boletin #21;0;21
18;Puerto Plata;52;1;8/4/2020;Boletin #21;2;21
19;Hermanas Mirabal;35;2;8/4/2020;Boletin #21;2;21
20;Samana;15;1;8/4/2020;Boletin #21;4;21
21;San Cristobal;45;1;8/4/2020;Boletin #21;2;21
22;San Juan;14;3;8/4/2020;Boletin #21;0;21
23;San Pedro de Macoris;26;4;8/4/2020;Boletin #21;2;21
24;Sanchez Ramirez;42;4;8/4/2020;Boletin #21;0;21
25;Santiago;309;8;8/4/2020;Boletin #21;6;21
26;Santiago Rodriguez;7;0;8/4/2020;Boletin #21;0;21
27;Valverde;11;0;8/4/2020;Boletin #21;1;21
28;Monsenor Nouel;56;3;8/4/2020;Boletin #21;0;21
29;Monte Plata;4;2;8/4/2020;Boletin #21;0;21
30;Hato Mayor;5;0;8/4/2020;Boletin #21;0;21
31;San Jose De Ocoa;0;0;8/4/2020;Boletin #21;0;21
32;Santo Domingo;389;19;8/4/2020;Boletin #21;7;21
1;Distrito Nacional;859;18;9/4/2020;Boletin #22;60;22
2;Azua;10;1;9/4/2020;Boletin #22;0;22
3;Bahoruco;1;0;9/4/2020;Boletin #22;0;22
4;Barahona;15;0;9/4/2020;Boletin #22;0;22
5;Dajabon;1;0;9/4/2020;Boletin #22;0;22
6;Duarte;233;42;9/4/2020;Boletin #22;5;22
7;Elias Pina;0;0;9/4/2020;Boletin #22;0;22
8;El Seibo;3;0;9/4/2020;Boletin #22;0;22
9;Espaillat;64;1;9/4/2020;Boletin #22;0;22
10;Independecia;1;0;9/4/2020;Boletin #22;0;22
11;La Altagracia;54;1;9/4/2020;Boletin #22;1;22
12;La Romana;44;1;9/4/2020;Boletin #22;1;22
13;La Vega;147;6;9/4/2020;Boletin #22;1;22
14;Maria Trinidad Sanchez;28;1;9/4/2020;Boletin #22;0;22
15;Monte Cristi;4;0;9/4/2020;Boletin #22;0;22
16;Pedernales;3;0;9/4/2020;Boletin #22;0;22
17;Peravia;14;1;9/4/2020;Boletin #22;0;22
18;Puerto Plata;54;1;9/4/2020;Boletin #22;2;22
19;Hermanas Mirabal;40;2;9/4/2020;Boletin #22;2;22
20;Samana;15;1;9/4/2020;Boletin #22;4;22
21;San Cristobal;47;1;9/4/2020;Boletin #22;2;22
22;San Juan;14;3;9/4/2020;Boletin #22;1;22
23;San Pedro de Macoris;32;4;9/4/2020;Boletin #22;2;22
24;Sanchez Ramirez;48;4;9/4/2020;Boletin #22;0;22
25;Santiago;339;8;9/4/2020;Boletin #22;7;22
26;Santiago Rodriguez;7;0;9/4/2020;Boletin #22;0;22
27;Valverde;16;0;9/4/2020;Boletin #22;1;22
28;Monsenor Nouel;72;3;9/4/2020;Boletin #22;1;22
29;Monte Plata;5;2;9/4/2020;Boletin #22;0;22
30;Hato Mayor;5;1;9/4/2020;Boletin #22;0;22
31;San Jose De Ocoa;0;0;9/4/2020;Boletin #22;0;22
32;Santo Domingo;445;24;9/4/2020;Boletin #22;8;22
1;Distrito Nacional;886;18;10/4/2020;Boletin #23;67;23
2;Azua;11;1;10/4/2020;Boletin #23;0;23
3;Bahoruco;1;0;10/4/2020;Boletin #23;0;23
4;Barahona;15;0;10/4/2020;Boletin #23;0;23
5;Dajabon;1;0;10/4/2020;Boletin #23;0;23
6;Duarte;252;44;10/4/2020;Boletin #23;5;23
7;Elias Pina;0;0;10/4/2020;Boletin #23;0;23
8;El Seibo;3;0;10/4/2020;Boletin #23;0;23
9;Espaillat;66;2;10/4/2020;Boletin #23;0;23
10;Independecia;1;0;10/4/2020;Boletin #23;0;23
11;La Altagracia;64;1;10/4/2020;Boletin #23;2;23
12;La Romana;46;1;10/4/2020;Boletin #23;1;23
13;La Vega;162;6;10/4/2020;Boletin #23;2;23
14;Maria Trinidad Sanchez;34;1;10/4/2020;Boletin #23;0;23
15;Monte Cristi;4;0;10/4/2020;Boletin #23;0;23
16;Pedernales;3;0;10/4/2020;Boletin #23;0;23
17;Peravia;17;1;10/4/2020;Boletin #23;0;23
18;Puerto Plata;56;1;10/4/2020;Boletin #23;2;23
19;Hermanas Mirabal;45;7;10/4/2020;Boletin #23;2;23
20;Samana;15;1;10/4/2020;Boletin #23;4;23
21;San Cristobal;50;1;10/4/2020;Boletin #23;2;23
22;San Juan;14;3;10/4/2020;Boletin #23;1;23
23;San Pedro de Macoris;35;5;10/4/2020;Boletin #23;2;23
24;Sanchez Ramirez;50;4;10/4/2020;Boletin #23;0;23
25;Santiago;350;8;10/4/2020;Boletin #23;7;23
26;Santiago Rodriguez;7;0;10/4/2020;Boletin #23;0;23
27;Valverde;17;0;10/4/2020;Boletin #23;1;23
28;Monsenor Nouel;73;3;10/4/2020;Boletin #23;1;23
29;Monte Plata;5;2;10/4/2020;Boletin #23;0;23
30;Hato Mayor;5;1;10/4/2020;Boletin #23;0;23
31;San Jose De Ocoa;0;0;10/4/2020;Boletin #23;0;23
32;Santo Domingo;471;24;10/4/2020;Boletin #23;9;23
1;Distrito Nacional;921;21;11/4/2020;Boletin #24;73;24
2;Azua;12;1;11/4/2020;Boletin #24;0;24
3;Bahoruco;1;0;11/4/2020;Boletin #24;0;24
4;Barahona;15;0;11/4/2020;Boletin #24;0;24
5;Dajabon;1;0;11/4/2020;Boletin #24;14;24
6;Duarte;273;55;11/4/2020;Boletin #24;0;24
7;Elias Pina;0;0;11/4/2020;Boletin #24;0;24
8;El Seibo;3;0;11/4/2020;Boletin #24;0;24
9;Espaillat;67;3;11/4/2020;Boletin #24;0;24
10;Independecia;1;0;11/4/2020;Boletin #24;0;24
11;La Altagracia;64;1;11/4/2020;Boletin #24;2;24
12;La Romana;51;1;11/4/2020;Boletin #24;2;24
13;La Vega;192;6;11/4/2020;Boletin #24;2;24
14;Maria Trinidad Sanchez;36;1;11/4/2020;Boletin #24;1;24
15;Monte Cristi;6;0;11/4/2020;Boletin #24;0;24
16;Pedernales;3;0;11/4/2020;Boletin #24;0;24
17;Peravia;21;1;11/4/2020;Boletin #24;0;24
18;Puerto Plata;73;8;11/4/2020;Boletin #24;2;24
19;Hermanas Mirabal;50;9;11/4/2020;Boletin #24;2;24
20;Samana;15;1;11/4/2020;Boletin #24;5;24
21;San Cristobal;61;2;11/4/2020;Boletin #24;2;24
22;San Juan;20;3;11/4/2020;Boletin #24;1;24
23;San Pedro de Macoris;35;7;11/4/2020;Boletin #24;3;24
24;Sanchez Ramirez;55;4;11/4/2020;Boletin #24;0;24
25;Santiago;363;14;11/4/2020;Boletin #24;10;24
26;Santiago Rodriguez;8;0;11/4/2020;Boletin #24;0;24
27;Valverde;17;0;11/4/2020;Boletin #24;1;24
28;Monsenor Nouel;78;3;11/4/2020;Boletin #24;1;24
29;Monte Plata;5;2;11/4/2020;Boletin #24;0;24
30;Hato Mayor;7;1;11/4/2020;Boletin #24;0;24
31;San Jose De Ocoa;1;1;11/4/2020;Boletin #24;0;24
32;Santo Domingo;512;28;11/4/2020;Boletin #24;10;24
1;Distrito Nacional;948;21;12/4/2020;Boletin #25;82;25
2;Azua;15;1;12/4/2020;Boletin #25;0;25
3;Bahoruco;1;0;12/4/2020;Boletin #25;0;25
4;Barahona;15;0;12/4/2020;Boletin #25;0;25
5;Dajabon;1;0;12/4/2020;Boletin #25;0;25
6;Duarte;300;57;12/4/2020;Boletin #25;18;25
7;Elias Pina;0;0;12/4/2020;Boletin #25;0;25
8;El Seibo;3;0;12/4/2020;Boletin #25;0;25
9;Espaillat;72;3;12/4/2020;Boletin #25;0;25
10;Independecia;1;0;12/4/2020;Boletin #25;0;25
11;La Altagracia;69;1;12/4/2020;Boletin #25;3;25
12;La Romana;60;1;12/4/2020;Boletin #25;2;25
13;La Vega;200;6;12/4/2020;Boletin #25;2;25
14;Maria Trinidad Sanchez;38;1;12/4/2020;Boletin #25;1;25
15;Monte Cristi;9;0;12/4/2020;Boletin #25;0;25
16;Pedernales;3;0;12/4/2020;Boletin #25;0;25
17;Peravia;25;1;12/4/2020;Boletin #25;0;25
18;Puerto Plata;87;8;12/4/2020;Boletin #25;2;25
19;Hermanas Mirabal;55;9;12/4/2020;Boletin #25;2;25
20;Samana;15;1;12/4/2020;Boletin #25;5;25
21;San Cristobal;66;2;12/4/2020;Boletin #25;2;25
22;San Juan;20;3;12/4/2020;Boletin #25;1;25
23;San Pedro de Macoris;38;7;12/4/2020;Boletin #25;4;25
24;Sanchez Ramirez;58;5;12/4/2020;Boletin #25;0;25
25;Santiago;403;14;12/4/2020;Boletin #25;13;25
26;Santiago Rodriguez;8;0;12/4/2020;Boletin #25;0;25
27;Valverde;18;0;12/4/2020;Boletin #25;1;25
28;Monsenor Nouel;79;3;12/4/2020;Boletin #25;1;25
29;Monte Plata;5;2;12/4/2020;Boletin #25;0;25
30;Hato Mayor;8;1;12/4/2020;Boletin #25;0;25
31;San Jose De Ocoa;1;1;12/4/2020;Boletin #25;0;25
32;Santo Domingo;546;29;12/4/2020;Boletin #25;13;25
1;Distrito Nacional;959;22;13/4/2020;Boletin #26;86;26
2;Azua;15;1;13/4/2020;Boletin #26;0;26
3;Bahoruco;1;0;13/4/2020;Boletin #26;0;26
4;Barahona;15;0;13/4/2020;Boletin #26;0;26
5;Dajabon;1;0;13/4/2020;Boletin #26;0;26
6;Duarte;315;61;13/4/2020;Boletin #26;18;26
7;Elias Pina;0;0;13/4/2020;Boletin #26;0;26
8;El Seibo;3;0;13/4/2020;Boletin #26;0;26
9;Espaillat;82;3;13/4/2020;Boletin #26;0;26
10;Independecia;1;0;13/4/2020;Boletin #26;0;26
11;La Altagracia;70;1;13/4/2020;Boletin #26;3;26
12;La Romana;62;1;13/4/2020;Boletin #26;2;26
13;La Vega;209;6;13/4/2020;Boletin #26;2;26
14;Maria Trinidad Sanchez;39;1;13/4/2020;Boletin #26;1;26
15;Monte Cristi;9;0;13/4/2020;Boletin #26;0;26
16;Pedernales;3;0;13/4/2020;Boletin #26;0;26
17;Peravia;25;1;13/4/2020;Boletin #26;0;26
18;Puerto Plata;93;8;13/4/2020;Boletin #26;3;26
19;Hermanas Mirabal;58;9;13/4/2020;Boletin #26;2;26
20;Samana;15;1;13/4/2020;Boletin #26;5;26
21;San Cristobal;66;2;13/4/2020;Boletin #26;2;26
22;San Juan;20;3;13/4/2020;Boletin #26;1;26
23;San Pedro de Macoris;38;7;13/4/2020;Boletin #26;4;26
24;Sanchez Ramirez;58;5;13/4/2020;Boletin #26;0;26
25;Santiago;439;14;13/4/2020;Boletin #26;17;26
26;Santiago Rodriguez;8;0;13/4/2020;Boletin #26;0;26
27;Valverde;18;0;13/4/2020;Boletin #26;1;26
28;Monsenor Nouel;86;3;13/4/2020;Boletin #26;2;26
29;Monte Plata;5;2;13/4/2020;Boletin #26;0;26
30;Hato Mayor;8;1;13/4/2020;Boletin #26;0;26
31;San Jose De Ocoa;1;1;13/4/2020;Boletin #26;0;26
32;Santo Domingo;564;30;13/4/2020;Boletin #26;13;26
1;Distrito Nacional;1003;22;14/4/2020;Boletin #27;110;27
2;Azua;20;1;14/4/2020;Boletin #27;1;27
3;Bahoruco;1;0;14/4/2020;Boletin #27;1;27
4;Barahona;15;0;14/4/2020;Boletin #27;0;27
5;Dajabon;1;0;14/4/2020;Boletin #27;0;27
6;Duarte;350;63;14/4/2020;Boletin #27;21;27
7;Elias Pina;0;0;14/4/2020;Boletin #27;0;27
8;El Seibo;3;0;14/4/2020;Boletin #27;0;27
9;Espaillat;83;4;14/4/2020;Boletin #27;0;27
10;Independecia;1;0;14/4/2020;Boletin #27;0;27
11;La Altagracia;82;1;14/4/2020;Boletin #27;3;27
12;La Romana;73;1;14/4/2020;Boletin #27;2;27
13;La Vega;222;6;14/4/2020;Boletin #27;5;27
14;Maria Trinidad Sanchez;48;1;14/4/2020;Boletin #27;1;27
15;Monte Cristi;11;0;14/4/2020;Boletin #27;0;27
16;Pedernales;3;0;14/4/2020;Boletin #27;0;27
17;Peravia;26;1;14/4/2020;Boletin #27;0;27
18;Puerto Plata;102;8;14/4/2020;Boletin #27;3;27
19;Hermanas Mirabal;83;9;14/4/2020;Boletin #27;2;27
20;Samana;15;1;14/4/2020;Boletin #27;5;27
21;San Cristobal;90;2;14/4/2020;Boletin #27;4;27
22;San Juan;21;3;14/4/2020;Boletin #27;1;27
23;San Pedro de Macoris;49;7;14/4/2020;Boletin #27;4;27
24;Sanchez Ramirez;73;5;14/4/2020;Boletin #27;1;27
25;Santiago;463;16;14/4/2020;Boletin #27;22;27
26;Santiago Rodriguez;14;0;14/4/2020;Boletin #27;0;27
27;Valverde;27;0;14/4/2020;Boletin #27;2;27
28;Monsenor Nouel;97;3;14/4/2020;Boletin #27;2;27
29;Monte Plata;7;2;14/4/2020;Boletin #27;0;27
30;Hato Mayor;8;1;14/4/2020;Boletin #27;0;27
31;San Jose De Ocoa;2;1;14/4/2020;Boletin #27;0;27
32;Santo Domingo;621;31;14/4/2020;Boletin #27;18;27
1;Distrito Nacional;1015;25;15/4/2020;Boletin #28;113;28
2;Azua;20;1;15/4/2020;Boletin #28;1;28
3;Bahoruco;1;0;15/4/2020;Boletin #28;1;28
4;Barahona;19;0;15/4/2020;Boletin #28;0;28
5;Dajabon;1;0;15/4/2020;Boletin #28;0;28
6;Duarte;355;64;15/4/2020;Boletin #28;21;28
7;Elias Pina;0;0;15/4/2020;Boletin #28;0;28
8;El Seibo;3;0;15/4/2020;Boletin #28;0;28
9;Espaillat;105;4;15/4/2020;Boletin #28;0;28
10;Independecia;1;0;15/4/2020;Boletin #28;0;28
11;La Altagracia;86;1;15/4/2020;Boletin #28;3;28
12;La Romana;77;2;15/4/2020;Boletin #28;2;28
13;La Vega;261;6;15/4/2020;Boletin #28;7;28
14;Maria Trinidad Sanchez;49;1;15/4/2020;Boletin #28;1;28
15;Monte Cristi;14;0;15/4/2020;Boletin #28;0;28
16;Pedernales;3;0;15/4/2020;Boletin #28;0;28
17;Peravia;26;1;15/4/2020;Boletin #28;0;28
18;Puerto Plata;118;8;15/4/2020;Boletin #28;3;28
19;Hermanas Mirabal;84;9;15/4/2020;Boletin #28;2;28
20;Samana;15;1;15/4/2020;Boletin #28;5;28
21;San Cristobal;94;2;15/4/2020;Boletin #28;4;28
22;San Juan;21;3;15/4/2020;Boletin #28;1;28
23;San Pedro de Macoris;49;7;15/4/2020;Boletin #28;4;28
24;Sanchez Ramirez;76;5;15/4/2020;Boletin #28;1;28
